Parcel,Property Address,Community Area,Type,Class,Land Code,Land Use,Acreage,Zoning,Bldg Count,Yr Blt,Improvement Use,Imp Area,Reception Number,Sale Date,Sale Price,Parcels Sold,Assessor Sale Comment
5317323008,6759 WINDOM PEAK BLVD,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,PUD AO,1,2004,FRAME GOOD QUALITY,"1,330",214088073,9/26/14,"330,000",1,Good sale; verified
5317411020,7709 AMBERLY DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,960,214081723,9/8/14,"239,900",1,Good sale; verified
5317417003,7455 MANISTIQUE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6 DF AO,1,2005,FRAME AVERAGE QUALITY,689,214092395,10/9/14,"220,000",1,Good sale; verified; Adjusted; may dif. w/doc fee
5317422004,7835 FEDORA LN,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.07,PUD AO,1,2005,FRAME AVERAGE QUALITY,699,214072847,8/12/14,"171,150",1,"REO,Gvmt,FinInst,Short,PreFC"
5317423008,7873 TANGO LN,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.08,PUD AO,1,2004,FRAME AVERAGE QUALITY,714,214074803,8/18/14,"205,000",1,Good sale; verified
5317424002,5586 CASSINA DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.07,PUD AO,1,2004,FRAME AVERAGE QUALITY,714,214078808,8/29/14,"195,000",1,Good sale; verified
5317432022,7690 CALYPSO DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.10,PUD AO,1,2008,FRAME AVERAGE QUALITY,"1,300",214089327,9/30/14,"211,900",1,Good sale; verified
5317433006,7641 MENAGERIE LN,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,PUD AO,1,2006,FRAME AVERAGE QUALITY,714,214074286,8/15/14,"205,000",1,Good sale; verified
5317436040,7655 CALYPSO DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.08,PUD AO,1,2004,FRAME AVERAGE QUALITY,"1,193",214099900,10/30/14,"200,000",1,Good sale; verified
5317438010,7337 LEGEND HILL DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2009,FRAME AVERAGE QUALITY,"1,325",214096780,10/22/14,"285,000",1,Good sale; verified
5317440005,7644 STETSON HIGHLANDS DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.08,PUD AO,1,2011,FRAME AVERAGE QUALITY,943,214077970,8/27/14,"224,390",1,Good sale; verified
5317443031,5717 CAITHNESS PL,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.10,PUD AO,1,2010,FRAME AVERAGE QUALITY,812,214076793,8/25/14,"218,500",1,Good sale; verified
5317443032,5707 CAITHNESS PL,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,PUD AO,1,2010,FRAME AVERAGE QUALITY,608,214069177,8/1/14,"198,000",1,Good sale; verified
5317443036,5718 BADENOCH TER,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,PUD AO,1,2010,FRAME AVERAGE QUALITY,520,214085302,9/18/14,"189,600",1,Good sale; verified
5318106012,6390 CABANA CIR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,880,214089412,10/1/14,"250,000",1,"REO,Gvmt,FinInst,Short,PreFC"
5318107001,6023 POUDRE WAY,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,"1,070",214074273,8/15/14,"247,500",1,Good sale; verified
5318109002,5983 CENSUS DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,"1,267",214099896,10/30/14,"254,500",1,Good sale; verified
5318110001,5993 GROVER DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,"1,267",214088488,9/29/14,"238,000",1,Good sale; verified
5318111006,5711 POUDRE WAY,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,"1,070",214098075,10/24/14,"276,000",1,Good sale; verified
5318112005,5712 POUDRE WAY,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,PUD AO,1,2002,FRAME AVERAGE QUALITY,"1,668",214100018,10/30/14,"217,000",1,Good sale; verified
5318114013,6452 STELLA LUNA DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,PUD AO,1,2004,FRAME AVERAGE QUALITY,789,214085485,9/19/14,"215,000",1,Good sale; verified
5318115009,6411 STELLA LUNA DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,PUD AO,1,2004,FRAME AVERAGE QUALITY,789,214089869,10/1/14,"246,000",1,Good sale; verified
5318116003,6477 SUNNY MEADOW ST,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,PUD AO,1,2002,FRAME AVERAGE QUALITY,847,214074092,8/15/14,"237,200",1,Good sale; verified
5318116009,6417 SUNNY MEADOW ST,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,PUD AO,1,2002,FRAME AVERAGE QUALITY,"1,359",214093658,10/14/14,"240,000",1,Good sale; verified
5318120008,6632 WINDOM PEAK BLVD,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,PUD AO,1,2003,FRAME AVERAGE QUALITY,"1,341",214082259,9/9/14,"209,900",1,Good sale; verified
5318122022,6460 ADVOCATE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,758,214092039,10/8/14,"211,500",1,Good sale; verified
5318131001,6160 CHIVALRY DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,"1,435",214099818,10/30/14,"292,900",1,Good sale; verified
5318131002,6148 CHIVALRY DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,"1,064",214086434,9/23/14,"259,500",1,Good sale; verified
5318133016,6462 JULES DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,"1,110",214087417,9/25/14,"232,900",1,Good sale; verified
5318134009,6439 JULES DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,"1,295",214074903,8/19/14,"264,000",1,Good sale; verified
5318203009,6179 GREAT PLAINS DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,R1-6 DF AO,1,2001,FRAME AVERAGE QUALITY,763,214083527,9/12/14,"169,000",1,Good sale; verified
5318207023,6348 ROCKVILLE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.09,PUD AO,1,2002,FRAME AVERAGE QUALITY,600,214092800,10/10/14,"171,000",1,Good sale; verified
5318208013,6274 SCOTTSBLUFF DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.08,PUD AO,1,2003,FRAME AVERAGE QUALITY,540,214094254,10/15/14,"166,000",1,Good sale; verified
5318209005,6219 SCOTTSBLUFF DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.08,PUD AO,1,2004,FRAME AVERAGE QUALITY,582,214072160,8/11/14,"176,000",1,Good sale; verified
5318209009,6249 SCOTTSBLUFF DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.08,PUD AO,1,2004,FRAME AVERAGE QUALITY,754,214088876,9/30/14,"190,000",1,Good sale; verified
5318209033,6236 RIVERDALE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,824,214093331,10/10/14,"215,000",1,Good sale; verified
5318212011,6112 SCOTTSBLUFF DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.07,PUD AO,1,2002,FRAME AVERAGE QUALITY,584,214089263,9/30/14,"178,400",1,Good sale; verified
5318213004,6323 RIVERDALE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,540,214076037,8/21/14,"195,000",1,Good sale; verified
5318213014,6243 RIVERDALE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,582,214071900,8/8/14,"188,000",1,Good sale; verified
5318215028,6322 HARTMAN DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,882,214085442,9/18/14,"239,900",1,Good sale; verified
5318216029,6286 POUDRE WAY,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,754,214069985,8/4/14,"209,900",1,Good sale; verified
5318218005,6219 GRAND MESA DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,864,214085363,9/18/14,"244,500",1,Good sale; verified
5318221023,6136 SIERRA GRANDE PT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2005,TOWNHOUSE,543,214099652,10/30/14,"158,000",1,Good sale; verified
5318221028,6166 SIERRA GRANDE PT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2005,TOWNHOUSE,543,214092049,10/8/14,"158,000",1,Good sale; verified
5318221052,6122 NEW COLT GRV,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2005,TOWNHOUSE,579,214076925,8/25/14,"169,000",1,Good sale; verified
5318221094,6191 SIERRA GRANDE PT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2005,TOWNHOUSE,579,214083559,9/12/14,"168,000",1,Good sale; verified
5318221127,6228 CALICO PATCH HTS,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2004,TOWNHOUSE,579,214085026,9/17/14,"155,000",1,Good sale; verified
5318221153,6429 ENDURANCE HTS,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2004,TOWNHOUSE,579,214100652,10/31/14,"169,000",1,Good sale; verified
5318307002,5847 UNCOMPAHGRE ST,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2000,FRAME AVERAGE QUALITY,912,214097309,10/23/14,"170,000",1,Family/In-House transfer; Estate Sale
5318307012,5747 UNCOMPAHGRE ST,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 DF AO,1,2000,FRAME AVERAGE QUALITY,668,214092810,10/10/14,"208,000",1,Good sale; verified
5318308019,6435 LA PLATA PEAK DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 DF AO,1,2001,FRAME AVERAGE QUALITY,"1,097",214097061,10/22/14,"254,900",1,Good sale; verified
5318311013,5566 VERMILLION BLUFFS DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 PUD DF AO,1,2003,FRAME AVERAGE QUALITY,"1,110",214069658,8/4/14,"219,900",1,Good sale; verified
5318312013,5743 MESA MOUNTAIN WAY,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 DF AO,1,2001,FRAME AVERAGE QUALITY,950,214075063,8/19/14,"229,000",1,Good sale; verified
5318314037,5943 CONDUCTORS PT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2003,TOWNHOUSE,525,214097317,10/23/14,"145,500",1,Good sale; verified
5318314043,5950 CONDUCTORS PT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2003,TOWNHOUSE,575,214082094,9/9/14,"150,000",1,Good sale; verified
5318314062,5978 CHORUS HTS,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2002,TOWNHOUSE,575,214081957,9/9/14,"153,000",1,Good sale; verified
5318314141,6081 ENSEMBLE HTS,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD AO,1,2003,TOWNHOUSE,575,214095135,10/17/14,"139,500",1,Good sale; verified
5318402087,6847 SUMMER GRACE ST,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,PUD AO,1,2002,FRAME AVERAGE QUALITY,830,214091318,10/6/14,"194,000",1,Good sale; verified
5318403030,5694 SAN CRISTOBAL DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6 DF AO,1,2000,FRAME AVERAGE QUALITY,"1,122",214085546,9/19/14,"155,000",1,Good sale; verified
5318405013,5536 GREEN RIVER DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6 DF AO,1,2000,FRAME AVERAGE QUALITY,900,214094440,10/15/14,"147,900",1,Good sale; verified
5318407002,5814 DOLORES ST,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6 DF AO,1,2000,FRAME AVERAGE QUALITY,"1,701",214084729,9/17/14,"217,000",1,Good sale; verified
5318411006,6651 LA PLATA PEAK DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6 DF AO,1,2001,FRAME AVERAGE QUALITY,950,214076757,8/25/14,"249,900",1,Good sale; verified
5318415019,5703 ANSEL DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.26,PUD AO,1,2002,FRAME AVERAGE QUALITY,624,214085316,9/18/14,"191,000",1,Good sale; verified
5318416002,5655 ANSEL DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,PUD AO,1,2002,FRAME AVERAGE QUALITY,"1,152",214097654,10/23/14,"172,000",1,Good sale; verified
5318420003,5952 POUDRE WAY,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.28,R1-6 DF AO,1,2002,FRAME AVERAGE QUALITY,"1,070",214073342,8/13/14,"222,500",1,Good sale; verified
5318426023,6346 SONNY BLUE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,PUD AO,1,2002,FRAME AVERAGE QUALITY,960,214088761,9/29/14,"161,546",1,Good sale; verified
5318429008,6627 SONNY BLUE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,PUD AO,1,2003,FRAME AVERAGE QUALITY,"1,152",214077273,8/25/14,"215,295",1,Good sale; verified
5319101014,6109 LOWLANDER CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.09,PUD AO,1,1994,FRAME AVERAGE QUALITY,530,214069322,8/1/14,"171,900",1,Good sale; verified
5319101043,6103 DESOTO DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,PUD AO,1,1994,FRAME AVERAGE QUALITY,900,214100577,10/31/14,"209,900",1,Good sale; verified
5319102024,6125 PADRE CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.10,PUD AO,1,1996,FRAME AVERAGE QUALITY,990,214075677,8/20/14,"244,900",1,Good sale; verified
5319102047,6150 JUNO CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,PUD AO,1,1995,FRAME AVERAGE QUALITY,960,214094409,10/15/14,"200,000",1,"REO,Gvmt,FinInst,Short,PreFC"
5319102058,6190 HEARTH CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,PUD AO,1,1995,FRAME AVERAGE QUALITY,900,214076961,8/25/14,"240,000",1,Good sale; verified
5319104036,6110 DESOTO DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.09,PUD AO,1,1987,FRAME AVERAGE QUALITY,700,214084014,9/15/14,"182,900",1,Good sale; verified
5319106021,5967 DESOTO DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.09,PUD AO,1,1996,FRAME AVERAGE QUALITY,870,214097381,10/23/14,"140,000",1,Good sale; verified
5319106035,5901 DESOTO DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,PUD AO,1,1995,FRAME AVERAGE QUALITY,960,214077327,8/25/14,"222,000",1,Family/In-House transfer
5319106079,5265 OATS CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,PUD AO,1,1996,FRAME AVERAGE QUALITY,780,214088251,9/29/14,"222,100",1,Good sale; verified
5319106129,5285 RENAULT CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,R1-6 DF AO,1,2006,FRAME AVERAGE QUALITY,"1,374",214074338,8/18/14,"244,890",1,Good sale; verified
5319107026,5035 OPHIR CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.10,PUD/CR AO,1,1996,FRAME AVERAGE QUALITY,780,214075346,8/19/14,"211,000",1,Good sale; verified
5319111012,5325 SILVERJACK CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,PUD/CR AO,1,1997,FRAME AVERAGE QUALITY,780,214082968,9/11/14,"203,000",1,Good sale; verified
5319115015,6477 CACHE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6 DF AO,1,2000,FRAME AVERAGE QUALITY,960,214084892,9/17/14,"163,500",1,Good sale; verified
5319117008,6815 GAVEL DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.38,R1-6 DF AO SS,1,2003,FRAME GOOD QUALITY,"2,616",214093017,10/10/14,"472,500",1,Good sale; verified
5319118011,6541 ANDRETTI CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2005,FRAME AVERAGE QUALITY,980,214087953,9/26/14,"267,000",1,Good sale; verified
5319203028,5378 PALOMINO RANCH PT UNIT 102,STETSON HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5 AO,1,2006,CONDOMINIUM UNIT,"1,057",214073594,8/14/14,"134,000",1,Good sale; verified
5319204007,6330 BASALT CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,PUD/CR AO,1,1997,FRAME AVERAGE QUALITY,780,214080001,9/3/14,"210,000",1,Good sale; verified
5319204010,6230 SILVERADO TRL,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.10,PUD/CR AO,1,1997,FRAME AVERAGE QUALITY,960,214084224,9/16/14,"210,000",1,Good sale; verified
5319205007,6275 SILVERADO TRL,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,PUD/CR AO,1,1997,FRAME AVERAGE QUALITY,780,214077433,8/26/14,"225,000",1,Good sale; verified
5319213011,5132 LAREDO RIDGE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6 DF AO,1,2000,FRAME AVERAGE QUALITY,960,214079046,8/29/14,"225,000",1,Good sale; verified
5319308071,4580 LARAMIE SKY DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 DF AO,1,2001,FRAME AVERAGE QUALITY,997,214070189,8/5/14,"222,000",1,Good sale; verified
5319313008,4667 SKYWRITER CIR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6 DF AO,1,1999,FRAME AVERAGE QUALITY,707,214080367,9/3/14,"182,919",1,Family/In-House transfer
5319316013,5854 CHARLOIS CT,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6 DF AO,1,2000,FRAME AVERAGE QUALITY,693,214091350,10/6/14,"201,000",1,Good sale; verified
5319316022,4887 SADDLE RIDGE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6 DF AO,1,2001,FRAME AVERAGE QUALITY,900,214084294,9/16/14,"202,000",1,Good sale; verified
5319403014,4740 PURCELL DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6/CR SS AO,1,1994,FRAME AVERAGE QUALITY,"1,284",214088558,9/29/14,"242,000",1,Good sale; verified
5319403021,4658 PURCELL DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6/CR AO SS,1,1988,FRAME AVERAGE QUALITY,"1,038",214078663,8/28/14,"227,750",1,Good sale; verified
5319405012,6780 HOLT DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6/CR AO,1,1986,FRAME AVERAGE QUALITY,945,214089308,9/30/14,"220,000",1,Good sale; verified
5319405014,6760 HOLT DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.24,R1-6/CR AO,1,1986,FRAME AVERAGE QUALITY,"1,018",214084000,9/15/14,"205,000",1,Good sale; verified
5319408015,4560 ISABELLA PL,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.31,R1-6/CR AO,1,1987,FRAME AVERAGE QUALITY,903,214072254,8/11/14,"238,000",1,Good sale; verified
5319414023,4631 HOTSPUR DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 DF AO,1,1995,FRAME AVERAGE QUALITY,"1,089",214078625,8/28/14,"219,999",1,Good sale; verified
5319415027,6027 INSTONE CIR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6 DF AO,1,1997,FRAME AVERAGE QUALITY,"1,170",214069582,8/4/14,"245,000",1,Good sale; verified
5320101003,7416 STEWARD LN,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,960,214077903,8/27/14,"210,000",1,Good sale; verified
5320106010,5145 STONE FENCE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,"1,008",214076927,8/25/14,"191,000",1,Good sale; verified
5320106022,5025 STONE FENCE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2003,FRAME AVERAGE QUALITY,693,214074023,8/15/14,"200,000",1,Good sale; verified
5320106033,7428 STRAGGLER CIR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.34,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,980,214069655,8/4/14,"275,000",1,Good sale; verified
5320107015,7564 STORMY WAY,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,707,214069361,8/1/14,"214,500",1,Good sale; verified
5320107028,5362 STATUTE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,693,214078389,8/28/14,"228,000",1,Good sale; verified
5320107051,7691 STEWARD LN,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2005,FRAME AVERAGE QUALITY,"1,094",214071412,8/8/14,"205,000",1,Good sale; verified
5320109001,5287 GENTLE WIND RD,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,980,214083805,9/15/14,"259,900",1,Good sale; verified
5320111001,5493 STATUTE DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 DF AO,1,2005,FRAME AVERAGE QUALITY,707,214097842,10/24/14,"207,900",1,Good sale; verified
5320112009,5387 STANDARD DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2004,FRAME AVERAGE QUALITY,"1,008",214081348,9/8/14,"193,000",1,Good sale; verified
5320112021,7601 STEWARD LN,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 DF AO,1,2005,FRAME AVERAGE QUALITY,"1,360",214096390,10/21/14,"232,500",1,Good sale; verified
5320113001,7605 AUTUMN KNOLL DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6 DF AO,1,2005,FRAME AVERAGE QUALITY,"1,220",214083858,9/15/14,"250,000",1,Good sale; verified
5320116010,8285 KETTLE DRUM ST,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 DF AO,1,2005,FRAME AVERAGE QUALITY,980,214079597,9/2/14,"250,000",1,Good sale; verified
5320116063,8016 STEWARD LN,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2009,FRAME AVERAGE QUALITY,"1,635",214090121,10/2/14,"250,000",1,Good sale; verified
5320117005,8346 KETTLE DRUM ST,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2005,FRAME AVERAGE QUALITY,799,214084111,9/15/14,"220,000",1,Good sale; verified
5320118008,7763 MOUNTAIN LAUREL DR,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R1-6 DF AO,1,2005,FRAME AVERAGE QUALITY,693,214093033,10/10/14,"215,500",1,Good sale; verified
5320124003,7829 KETTLE DRUM ST,STETSON HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 DF AO,1,2006,FRAME AVERAGE QUALITY,"1,376",214071747,8/8/14,"205,000",1,"REO,Gvmt,FinInst,Short,PreFC"
